51,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-10-15 04:14:00,1
2019-10-15 05:20:00,1
2019-10-15 10:50:00,1
2019-10-15 10:51:00,1
2019-10-15 10:55:00,2
2019-10-15 17:02:00,1
2019-10-15 17:27:00,1
2019-10-15 19:03:00,1
2019-10-15 19:05:00,1
2019-10-15 19:08:00,1
2019-10-15 19:20:00,1
2019-10-15 19:21:00,1
2019-10-15 20:30:00,2
2019-10-15 20:31:00,2
2019-10-15 20:32:00,2
2019-10-15 20:33:00,7
2019-10-15 20:34:00,2
2019-10-15 20:36:00,2
2019-10-15 20:37:00,5
2019-10-15 20:38:00,3
2019-10-15 20:39:00,2
2019-10-15 20:40:00,6
2019-10-15 22:20:00,3
2019-10-15 22:22:00,1
2019-10-15 23:11:00,1
