154,select * from galSpecIndx where specObjId=#
2019-07-10 00:00:00,1
2019-07-10 00:01:00,1
2019-07-10 00:03:00,1
2019-07-10 00:05:00,1
2019-07-10 00:06:00,1
2019-07-10 00:09:00,1
2019-07-10 00:11:00,1
2019-07-10 00:12:00,1
2019-07-10 00:14:00,1
2019-07-10 00:16:00,1
2019-07-10 00:17:00,1
2019-07-10 00:19:00,1
2019-07-10 00:20:00,1
2019-07-10 00:21:00,1
2019-07-10 00:23:00,1
2019-07-10 00:25:00,1
2019-07-10 00:27:00,1
2019-07-10 00:29:00,1
2019-07-10 00:32:00,1
2019-07-10 00:35:00,1
2019-07-10 00:38:00,1
2019-07-10 00:40:00,1
2019-07-10 00:44:00,1
2019-07-10 00:46:00,1
2019-07-10 00:47:00,1
2019-07-10 00:48:00,1
2019-07-10 00:50:00,1
2019-07-10 00:52:00,1
2019-07-10 00:54:00,1
2019-07-10 00:56:00,1
2019-07-10 00:58:00,1
2019-07-10 01:00:00,1
2019-07-10 01:02:00,1
2019-07-10 01:04:00,1
2019-07-10 01:05:00,1
2019-07-10 01:06:00,1
2019-07-10 01:07:00,1
2019-07-10 01:08:00,1
2019-07-10 01:10:00,1
2019-07-10 01:12:00,1
2019-07-10 01:14:00,1
2019-07-10 01:16:00,1
2019-07-10 01:17:00,1
2019-07-10 01:19:00,1
2019-07-10 01:21:00,1
2019-07-10 01:22:00,1
2019-07-10 01:24:00,1
2019-07-10 01:26:00,1
2019-07-10 01:28:00,1
2019-07-10 01:29:00,1
2019-07-10 01:31:00,1
2019-07-10 01:33:00,1
2019-07-10 01:36:00,1
2019-07-10 01:38:00,1
2019-07-10 01:39:00,1
2019-07-10 01:41:00,1
2019-07-10 01:42:00,1
2019-07-10 01:44:00,1
2019-07-10 01:46:00,1
2019-07-10 01:47:00,1
2019-07-10 01:49:00,1
2019-07-10 01:51:00,1
2019-07-10 01:52:00,1
2019-07-10 01:54:00,1
2019-07-10 01:55:00,1
2019-07-10 01:57:00,1
2019-07-10 01:59:00,1
2019-07-10 02:00:00,1
2019-07-10 02:03:00,1
2019-07-10 02:04:00,1
2019-07-10 02:06:00,1
2019-07-10 02:08:00,1
2019-07-10 02:09:00,1
2019-07-10 02:11:00,1
2019-07-10 02:13:00,1
2019-07-10 02:14:00,1
2019-07-10 02:16:00,1
2019-07-10 02:17:00,1
2019-07-10 02:19:00,1
2019-07-10 02:20:00,1
2019-07-10 02:22:00,1
2019-07-10 02:24:00,1
2019-07-10 02:26:00,1
2019-07-10 02:28:00,1
2019-07-10 02:30:00,1
2019-07-10 02:32:00,1
2019-07-10 02:33:00,1
2019-07-10 02:35:00,1
2019-07-10 02:36:00,1
2019-07-10 02:38:00,1
2019-07-10 02:40:00,1
2019-07-10 02:41:00,1
2019-07-10 02:43:00,1
2019-07-10 02:44:00,1
2019-07-10 02:46:00,1
2019-07-10 02:48:00,1
2019-07-10 02:49:00,1
2019-07-10 02:51:00,1
2019-07-10 02:53:00,1
2019-07-10 02:55:00,1
2019-07-10 02:57:00,1
2019-07-10 02:58:00,1
2019-07-10 03:00:00,1
2019-07-10 03:02:00,1
2019-07-10 03:03:00,1
2019-07-10 03:05:00,1
2019-07-10 03:07:00,1
2019-07-10 03:08:00,1
2019-07-10 03:10:00,1
2019-07-10 03:12:00,1
2019-07-10 03:14:00,1
2019-07-10 03:15:00,1
2019-07-10 03:17:00,1
2019-07-10 03:18:00,1
2019-07-10 03:20:00,1
2019-07-10 03:21:00,1
2019-07-10 03:22:00,1
2019-07-10 03:24:00,1
2019-07-10 03:26:00,1
2019-07-10 03:27:00,1
2019-07-10 03:29:00,1
2019-07-10 03:30:00,1
2019-07-10 03:32:00,1
2019-07-10 03:35:00,1
2019-07-10 03:36:00,1
2019-07-10 03:38:00,1
2019-07-10 03:39:00,1
2019-07-10 03:41:00,1
2019-07-10 03:43:00,1
2019-07-10 03:44:00,1
2019-07-10 03:45:00,1
2019-07-10 03:47:00,1
2019-07-10 03:49:00,1
2019-07-10 03:51:00,1
2019-07-10 03:52:00,1
2019-07-10 03:54:00,1
2019-07-10 03:55:00,1
2019-07-10 03:57:00,1
2019-07-10 03:58:00,1
2019-07-10 04:46:00,1
2019-07-10 04:54:00,1
2019-07-10 05:15:00,1
2019-07-10 05:46:00,1
2019-07-10 07:42:00,1
2019-07-10 07:43:00,1
2019-07-10 07:45:00,1
2019-07-10 10:04:00,1
2019-07-10 10:09:00,1
2019-07-10 13:35:00,1
2019-07-10 13:59:00,1
2019-07-10 15:50:00,1
2019-07-10 19:11:00,1
2019-07-10 21:14:00,1
2019-07-10 23:48:00,1
