17,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-05-19 01:58:00,1
2019-05-19 02:00:00,2
2019-05-19 02:46:00,1
2019-05-19 02:47:00,1
2019-05-19 02:50:00,1
2019-05-19 02:51:00,1
2019-05-19 02:53:00,2
2019-05-19 02:55:00,2
2019-05-19 02:59:00,1
2019-05-19 03:00:00,1
2019-05-19 03:03:00,1
2019-05-19 03:04:00,1
2019-05-19 03:08:00,2
