90,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-09-09 00:44:00,2
2019-09-09 01:03:00,2
2019-09-09 01:44:00,1
2019-09-09 02:44:00,1
2019-09-09 02:48:00,1
2019-09-09 02:49:00,1
2019-09-09 03:44:00,1
2019-09-09 04:44:00,1
2019-09-09 05:44:00,1
2019-09-09 06:44:00,1
2019-09-09 06:50:00,2
2019-09-09 07:27:00,7
2019-09-09 07:28:00,1
2019-09-09 07:45:00,1
2019-09-09 08:45:00,1
2019-09-09 09:45:00,1
2019-09-09 10:42:00,9
2019-09-09 10:44:00,1
2019-09-09 11:28:00,9
2019-09-09 11:44:00,1
2019-09-09 12:44:00,1
2019-09-09 13:44:00,1
2019-09-09 14:44:00,1
2019-09-09 14:50:00,9
2019-09-09 15:44:00,1
2019-09-09 16:03:00,9
2019-09-09 16:44:00,1
2019-09-09 17:42:00,1
2019-09-09 17:44:00,1
2019-09-09 17:49:00,9
2019-09-09 18:46:00,1
2019-09-09 19:44:00,1
2019-09-09 19:47:00,6
2019-09-09 19:48:00,3
