122,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-12-02 00:32:00,9
2019-12-02 00:46:00,1
2019-12-02 01:25:00,9
2019-12-02 01:46:00,1
2019-12-02 02:14:00,1
2019-12-02 02:20:00,1
2019-12-02 02:46:00,1
2019-12-02 02:56:00,9
2019-12-02 03:46:00,1
2019-12-02 04:26:00,3
2019-12-02 04:27:00,3
2019-12-02 04:45:00,1
2019-12-02 05:46:00,1
2019-12-02 06:25:00,1
2019-12-02 06:26:00,8
2019-12-02 06:45:00,1
2019-12-02 07:44:00,1
2019-12-02 07:45:00,1
2019-12-02 07:54:00,1
2019-12-02 08:22:00,1
2019-12-02 08:46:00,1
2019-12-02 08:54:00,1
2019-12-02 09:04:00,9
2019-12-02 09:39:00,1
2019-12-02 09:46:00,1
2019-12-02 09:52:00,1
2019-12-02 10:17:00,1
2019-12-02 10:29:00,1
2019-12-02 10:45:00,1
2019-12-02 11:45:00,1
2019-12-02 11:58:00,2
2019-12-02 11:59:00,2
2019-12-02 12:45:00,1
2019-12-02 13:46:00,1
2019-12-02 14:45:00,1
2019-12-02 14:50:00,2
2019-12-02 14:56:00,9
2019-12-02 14:59:00,9
2019-12-02 15:06:00,9
2019-12-02 15:45:00,1
2019-12-02 15:47:00,9
2019-12-02 16:45:00,1
2019-12-02 17:46:00,1
2019-12-02 18:46:00,1
